id,name,desc,PreviewWeaponModel,PreviewWeaponDisplay,icon,showimage,model,modelFemale,pickup,PickupSound,type,level,inbagornot,stack,capacity,refid,AvatarRefId,candrop,instantuse,CountLimitInBag,ItemScore
1397,T_25_L_E_SAKURA,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_sakura,,,,INGAME_PICKUP_CANDY_SAKURA,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1397,,0,0,0,0
1398,T_25_L_E_CANDY_BAR,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_Icefestival_stick,,,,INGAME_PICKUP_CANDY_CANECAN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1398,,0,0,0,0
1399,T_25_L_E_FESTIVAL_BELL,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_Icefestival_bell,,,,INGAME_PICKUP_CANDY_BELL,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1399,,0,0,0,0
1401,TXT_OB11_HQW_LANDMINE,TXT_OB11_HQW_LANDMINE_DESC,,0,Icon_weapon_Landmine,Icon_slot_Landmine,INGAME_ITEM_LANDMINE,INGAME_ITEM_LANDMINE,INGAME_PICKUP_LANDMINE,SOUND_ACTION_PICKUP_GAMEITEM,14,1,1,1,3,1401,0,1,0,0,0.3
1502,T_32_LQ_INGAMEBONUS_HURRICANE_NAME,T_32_LQ_INGAMEBONUS_HURRICANE_DESC,,0,UI_icon_FF_Hurricane,UI_icon_FF_Hurricane,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,,15,1,0,1,0,806000002,0,1,0,0,0
1503,T_32_LQ_INGAMEBONUS_HURRICANE_NAME,T_32_LQ_INGAMEBONUS_HURRICANE_DESC,,0,UI_icon_FF_Hurricane,UI_icon_FF_Hurricane,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,,15,1,0,1,0,806000003,0,1,0,0,0
1504,T_32_LQ_INGAMEBONUS_HURRICANE_NAME,T_32_LQ_INGAMEBONUS_HURRICANE_DESC,,0,UI_icon_FF_Hurricane,UI_icon_FF_Hurricane,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,EFFECT_INGAMEBONUS_MALE,,15,1,0,1,0,806000004,0,1,0,0,0
1601,T_12_Q_ITEM_FLYSHOE,T_12_Q_ITEM_FLYSHOE_DESC,,0,Icon_shoe_JetShoe,Icon_shoe_JetShoe,INGAME_ITEM_JETPACK,INGAME_ITEM_JETPACK,INGAME_PICKUP_FLYSHOE,SOUND_ACTION_PICKUP_GAMEITEM,16,0,0,1,0,1601,114,1,0,0,0
1602,T_12_Q_ITEM_DOUBLEJUMPSHOE,T_12_Q_ITEM_DOUBLEJUMPSHOE_DESC,,0,Icon_shoe_DoubleJumpShoe,Icon_shoe_DoubleJumpShoe,INGAME_ITEM_JETPACK,INGAME_ITEM_JETPACK,INGAME_PICKUP_DOUBLEJUMPSHOE,SOUND_ACTION_PICKUP_GAMEITEM,17,0,0,1,0,1602,115,1,0,0,0
1801,T_13_Q__JANKENPON_STONE,T_13_Q__JANKENPON_STONE_DESC,,0,Icon_item_Stone,Icon_item_Stone,,,INGAME_PICKUP_GHOSTCANDY,SOUND_ACTION_PICKUP_GAMEITEM,18,,0,5,,1,,1,,0,0
1802,T_13_Q__JANKENPON_CLOTH,T_13_Q__JANKENPON_CLOTH_DESC,,0,Icon_item_Cloth,Icon_item_Cloth,,,INGAME_PICKUP_MEXICOSKULL,SOUND_ACTION_PICKUP_GAMEITEM,18,,0,5,,2,,1,,0,0
1803,T_13_Q__JANKENPON_SCISSORS,T_13_Q__JANKENPON_SCISSORS_DESC,,0,Icon_item_Scissors,Icon_item_Scissors,,,INGAME_XMAS_DROP,SOUND_ACTION_PICKUP_GAMEITEM,18,,0,5,,3,,1,,0,0
1901,hype_juice,,,0,,,,,VFX_Ingame_Laser_HypeJuice,,19,1,0,1,0,4,0,0,1,0,0
2001,T_15_X_PVEBUFF_ATKUP,,,0,Icon_ingame_Buff_attack,Icon_ingame_Buff_attack,,,Buff_Pot_Attack,,1,1,0,1,0,2001,0,0,1,0,0
2002,T_15_X_PVEBUFF_SPEEDUP,,,0,Icon_ingame_Buff_mobile,Icon_ingame_Buff_mobile,,,Buff_Pot_Speed,,1,1,0,1,0,2002,0,0,1,0,0
2003,T_17_Q_FOLDWINGS,T_17_Q_FOLDWINGS_DESC,,0,Icon_item_foldwings,Icon_item_foldwings,INGAME_ITEM_FOLDWING,INGAME_ITEM_FOLDWING,INGAME_PICKUP_FOLDWINGS,SOUND_ACTION_PICKUP_GAMEITEM,20,0,0,1,0,2101,0,1,0,0,0
2004,T_16_X_PVEBUFF_UNDEAD,,,0,Icon_ingame_Buff_UnDead,Icon_ingame_Buff_UnDead,,,Buff_Pot_Undead,,1,1,0,1,0,2004,0,0,1,0,0
2005,T_16_X_PVEBUFF_UNLIMITEDBULLET,,,0,Icon_ingame_Buff_UnlimitedBullet,Icon_ingame_Buff_UnlimitedBullet,,,Buff_Pot_Bullet,,1,1,0,1,0,2005,0,0,1,0,0
2006,T_19_O_TDM_LIFE,,,0,,,,,VFX_INGAME_LASER_TDM_GREEN,,1,1,0,1,0,2006,0,0,1,0,0
2007,T_19_O_TDM_ARMOR,,,0,,,,,VFX_INGAME_LASER_TDM_PURPLE,,1,1,0,1,0,705,0,0,1,0,0
2008,T_19_O_TDM_AMMO,,,0,,,,,VFX_INGAME_LASER_TDM_RED,,1,1,0,1,0,2007,0,0,1,0,0
2009,T_31_RW_COMBINEMACHINE_1,T_31_RW_COMBINEMACHINE_DESC_1,,0,Icon_equipment_CombineMachine,Icon_equipment_CombineMachine,INGAME_ITEM_COMBINEMACHINE,INGAME_ITEM_COMBINEMACHINE,INGAME_PICKUP_COMBINEMACHINE,SOUND_ACTION_PICKUP_GAMEITEM,40,0,0,1,0,2009,0,1,0,0,0
2010,T_31_RW_COMBINEMACHINE_2,T_31_RW_COMBINEMACHINE_DESC_2,,0,Icon_equipment_CombineMachine,Icon_equipment_CombineMachine,INGAME_ITEM_COMBINEMACHINE,INGAME_ITEM_COMBINEMACHINE,INGAME_PICKUP_COMBINEMACHINE,SOUND_ACTION_PICKUP_GAMEITEM,41,0,0,1,0,2010,0,1,0,0,0
2102,T_16_Q_MINISENTRY,T_16_Q_MINISENTRY_DESC,,0,Icon_weapon_MiniSentryGun_Handle,Icon_slot_MiniSentryGun_Handle,INGAME_ITEM_MINISENTRY,INGAME_ITEM_MINISENTRY,INGAME_PICKUP_MINISENTRY,SOUND_ACTION_PICKUP_GAMEITEM,21,1,1,1,3,2102,0,1,0,0,0
2209,T_28_R_PAINTSPRAYER_RAMPAGE,T_28_R_PAINTSPRAYER_RAMPAGE_DESC,,0,Icon_paintsprayer_Foursymbols,Icon_paintsprayer_Foursymbols,INGAME_ITEM_PAINTSPRAYER_MALE_FOURSYMBOLS,INGAME_ITEM_PAINTSPRAYER_MALE_FOURSYMBOLS,INGAME_PICKUP_PAINTSPRAYER_FOURSYMBOLS,SOUND_ACTION_PICKUP_GAMEITEM,22,1,1,1,0,2209,0,1,0,0,0
2210,T_29_KK_PAINTSPRAYER_MUSICFEST,T_29_KK_PAINTSPRAYER_MUSICFEST_DESC,,0,Icon_paintsprayer_Musicfest,Icon_paintsprayer_Musicfest,INGAME_ITEM_PAINTSPRAYER_MALE_MUSICFEST,INGAME_ITEM_PAINTSPRAYER_MALE_MUSICFEST,INGAME_PICKUP_PAINTSPRAYER_MUSICFEST,SOUND_ACTION_PICKUP_GAMEITEM,22,1,1,1,0,2210,0,1,0,0,0
2211,T_30_LQ_PAINTSPRAYER_BOOYAHDAY21,T_30_LQ_PAINTSPRAYER_BOOYAHDAY21_DESC,,0,Icon_paintsprayer_Booyahday21,Icon_paintsprayer_Booyahday21,INGAME_ITEM_PAINTSPRAYER_MALE_BOOYAHDAY21,INGAME_ITEM_PAINTSPRAYER_MALE_BOOYAHDAY21,INGAME_PICKUP_PAINTSPRAYER_BOOYAHDAY21,SOUND_ACTION_PICKUP_GAMEITEM,22,1,1,1,0,2211,0,1,0,0,0
2212,T_31_LQ_PAINTSPRAYER_JUMPSUIT2,T_31_LQ_PAINTSPRAYER_JUMPSUIT2_DESC,,0,Icon_paintsprayer_Jumpsuit2,Icon_paintsprayer_Jumpsuit2,INGAME_ITEM_PAINTSPRAYER_MALE_JUMPSUIT2,INGAME_ITEM_PAINTSPRAYER_MALE_JUMPSUIT2,INGAME_PICKUP_PAINTSPRAYER_JUMPSUIT2,SOUND_ACTION_PICKUP_GAMEITEM,22,1,1,1,0,2212,0,1,0,0,0
2301,pumpkin_buff,,,0,,,,,EFFECT_PUMPKINSNATCH_LOOT,,23,1,0,1,0,2301,0,0,1,0,0
2401,T_18_C_DUMMY_NAME,T_18_C_DUMMY_DESC,,0,Icon_weapon_DUMMY,Icon_weapon_DUMMY,INGAME_ITEM_DUMMY,INGAME_ITEM_DUMMY,INGAME_PICKUP_DUMMY,SOUND_ACTION_PICKUP_GAMEITEM,24,1,1,1,3,2401,0,1,0,0,0
2501,T_19_B_HB_NAME,T_19_B_HB_DES,,0,Icon_weapon_Hoverboard,Icon_weapon_Hoverboard,INGAME_ITEM_SKATEBOARD,INGAME_ITEM_SKATEBOARD,INGAME_PICKUP_SKATEBOARD,SOUND_ACTION_PICKUP_GAMEITEM,25,0,0,1,0,2501,0,1,0,0,0
2601,Bomb,Bomb,,0,Icon_C4_Bomb,Icon_C4_Bomb,INGAME_PICKUP_C4BOMB,INGAME_PICKUP_C4BOMB,INGAME_PICKUP_C4BOMB,SOUND_ACTION_PICKUP_GAMEITEM,26,0,1,1,0,2601,0,1,0,0,0
2701,T_21_H_TOKEN_DROP,,,0,,,,,,,27,1,0,1,0,0,0,0,0,0,0
2801,T_22_Q_BOMB_PLIERS,T_22_Q_BOMB_PLIERS_DESC,,0,Icon_item_Pliers,Icon_item_Pliers,INGAME_PICKUP_C4BOMB,INGAME_PICKUP_C4BOMB,INGAME_PICKUP_C4BOMB,,28,1,1,1,0,0,0,0,0,0,0
2901,BankNoteDrop,,,,,,,,VFX_Ingame_BankNote_Money,,29,1,0,1,0,0,0,0,0,0,0
3001,T_25_O_INGAMETOKEN,T_25_O_INGAMETOKEN_D,,,Icon_Ingame_Coin,Icon_Ingame_Coin,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,SOUND_ACTION_PICKUP_GAMEITEM,30,1,1,999,0,0,0,1,0,0,0
3002,T_26_S_MYSTERYBOX_1,T_26_S_MYSTERYBOX_1,,,FF_ingame_CS_prize,FF_ingame_CS_prize,,,,,32,1,1,999,0,0,0,1,1,0,0
3003,T_26_S_MYSTERYBOX_2,T_26_S_MYSTERYBOX_2,,,FF_ingame_CS_prize,FF_ingame_CS_prize,,,,,32,2,1,999,0,0,0,1,1,0,0
3004,T_26_S_MYSTERYBOX_3,T_26_S_MYSTERYBOX_3,,,FF_ingame_CS_prize,FF_ingame_CS_prize,,,,,32,3,1,999,0,0,0,1,1,0,0
3005,T_26_S_MYSTERYBOX_4,T_26_S_MYSTERYBOX_4,,,FF_ingame_CS_prize,FF_ingame_CS_prize,,,,,32,4,1,999,0,0,0,1,1,0,0
3006,T_26_S_MYSTERYBOX_5,T_26_S_MYSTERYBOX_5,,,FF_ingame_CS_prize,FF_ingame_CS_prize,,,,,32,5,1,999,0,0,0,1,1,0,0
3007,T_26_S_MYSTERYBOXITEM_FREE,T_26_S_MYSTERYBOXITEM_FREE,,,FF_ingame_CS_0,FF_ingame_CS_0,,,,,33,5,1,999,0,0,0,1,1,0,0
3008,T_32_U_REPLACER,T_32_U_REPLACER_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,1,1,1,1,0,3008,0,1,0,0,0
3009,T_32_RW_CSAIRDROP_CSCOIN,T_32_RW_CSAIRDROP_CSCOIN,,,Icon_Ingame_Coin,Icon_Ingame_Coin,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,SOUND_ACTION_PICKUP_GAMEITEM,42,1,0,1,0,0,0,0,1,0,0
3010,T_32_KY_AC_KEY_NAME,T_32_KY_AC_KEY_DESC,,,UI_item_VaultKey,UI_item_VaultKey,FF_MODEL_INGAME_VAULTKEY,FF_MODEL_INGAME_VAULTKEY,FF_MODEL_INGAME_VAULTKEY,SOUND_OB32_AC_UI_Click_VaultKey,1,1,1,1,0,3010,0,1,0,1,0
3011,T_32_U_REPLACER,T_32_U_REPLACER_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,1,1,1,1,0,3008,0,1,0,0,0
3012,T_32_U_REPLACER,T_32_U_REPLACER_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,1,1,1,1,0,3008,0,1,0,0,0
4001,T_25_V_TRAINING_FIREWORKS,T_25_V_TRAINING_FIREWORKS,,,Icon_Ingame_fireworks,Icon_Ingame_fireworks,INGAME_PICKUP_FIREWORKS,INGAME_PICKUP_FIREWORKS,INGAME_FIREWORKS,,31,1,1,20,0,4001,0,1,0,0,0
5001,T_26_F_REVIVE_CARD_NAME,T_26_F_REVIVE_CARD_DESC,,,Icon_item_ReviveCard,Icon_item_ReviveCard,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,,36,1,1,1,0,0,0,0,1,1,0
5002,T_26_F_REVIVE_CARD_NAME,T_26_F_REVIVE_CARD_DESC,,,Icon_item_ReviveCard,Icon_item_ReviveCard,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,FF_MODEL_INGAME_TOKEN,,36,1,1,1,0,0,0,0,1,1,0
6001,T_29_A_GW_BOX,T_29_A_GW_BOX_DESC,,,Icon_item_GuildWar_Box,Icon_item_GuildWar_Box,,,INGAME_PICKUP_GUILDWAR_BOX,SOUND_ACTION_PICKUP_GAMEITEM,37,1,1,3,0,6001,0,0,0,25,0
7001,T_28_XL_FS_BOXNAME,T_28_XL_FS_BOXDESC,,0,Icon_exchange_foxbox,,,,INGAME_PIRATE_BOX,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,7001,,0,0,0,0
7002,T_28_KK_FOURSYMBOLS_TOKEN_NAME,T_28_KK_FOURSYMBOLS_TOKEN_DESC,,0,Icon_exchange_ob28_foursymbols,,,,INGAME_PIRATE_BOX,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,7002,,0,0,0,0
13001,T_28_KK_FOURSYMBOLS_TOKEN_NAME,T_28_KK_FOURSYMBOLS_TOKEN_DESC,,0,Icon_exchange_ob28_foursymbols,,,,INGAME_PIRATE_BOX,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,8001,,0,0,0,0
14000,T_32_C_MISSION_WANTED_TOKEN,T_32_C_MISSION_WANTED_TOKEN_DESC,,,UI_Mission,,,,,,43,1,0,1,0,1,,,1,0,0
